CTYDIST,ELEMDIST,DNAME,DCOUNTY,DSUPAREA,DPYC,DPYAV,DPYTATL,DPHONE,DFAX,DELEMSN,DELEMST,DELEMSRS,DELEMSNS,DELEMSTS,DMIDSSN,DMIDSST,DMIDSSRS,DMIDSSNS,DMIDSSTS,DJRSN,DJRST,DJRSRS,DJRSNS,DJRSTS,DHIGHSN,DHIGHST,DHIGHSRS,DHIGHSNS,DHIGHSTS,DTOTSCHL,DTOTTECH,DTOTRES,DTOTNRES,DTOTSTU,PRESTITL,PRESLN,PRESFN,PRESMI,SECTITL,SECLN,SECFN,SECMI,SDLNAME,SDFNAME,SDMINIT,SDSALUAT,DIEMAIL,URL,MO HOUSE DISTRICTS,MO SENATE DISTRICTS,US CONGRESSIONAL DISTRICTS,Location 1,Location 2
23099,Y,Luray 33  (023-099),Clark ,I,   A,4455025.00,4.1743,6608662222,6608662233,1,10,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,52,0,52,Mr.,Plenge ,David ,,Mrs.,Hays ,Joy ,K,LaFrenz,Sam,,Mr.,lurayschool@hotmail.com,,004,18 ,9,"R.R. 1 Box 62 C
Luray 634530248
(40.50347999960246, -91.87351999984799)",R.R.1 Box 62 C
17122,,Tina-Avalon R-II  (017-122),Carroll ,F,   A,9340456.00,3.7972,6606224211,6606224210,1,15,96,0,96,0,0,0,0,0,0,0,0,0,0,1,15,81,0,81,2,30,177,0,177,Mr.,Grossman ,Curt ,,Mrs.,Johnson ,Cally ,,Holcer ,Jana ,,Mrs.,jholcer@tinaavalon.k12.mo.us,http://tinaavalon.k12.mo.us/,"007, 039",21 ,6,"11896 Highway 65
Tina 646829746
(39.58742916099088, -93.47718467607964)",
42117,,Calhoun R-VIII  (042-117),Henry ,F,   P,9625792.00,4.1039,6606943422,6606943501,1,19,83,0,83,0,0,0,0,0,0,0,0,0,0,1,13,62,1,63,2,32,145,1,146,Mrs.,Houk ,Cindy ,,Mrs.,Toole ,Mechelle ,,Roberts,Daniel,E,Mr.,droberts@calhoun.k12.mo.us,http://calhoun.k12.mo.us,057,31 ,4,"409 S College
Calhoun 653231309
(38.46142352694949, -93.62551411802662)",
31117,,Winston R-VI  (031-117),Daviess ,H,   A,20890674.00,3.1593,6607495331,6607495432,1,18,90,0,90,0,0,0,0,0,0,0,0,0,0,1,16,79,0,79,2,34,169,0,169,Mrs.,Youtsey ,Barb ,,Mrs.,Mason ,Shelly ,R,Robinson,Brian,S,Mr.,brobinson@winston.k12.mo.us,http://winston.k12.mo.us/,"002, 008","12 , 21 ",6,"200 W Third
Winston 646890038
(39.87416999994571, -94.14995999965413)",P.O. Box 38
100059,,Scott City R-I  (100-059),Scott ,E,   A,53045430.00,3.7605,5732642381,5732642206,1,29,328,0,328,1,39,242,0,242,0,0,0,0,0,2,36,254,45,299,4,104,824,45,869,Mr.,Amick ,Scott ,,Mrs.,Porch ,Sally ,,Ulmer ,Diann ,,Ms.,DIANN@SCSCHOOLS.K12.MO.US,http://scschools.k12.mo.us,"147, 148",27 ,8,"3000 Main St.
Scott City 637801111
(37.21405370951567, -89.5426683082871)",
34122,Y,Plainview R-VIII  (034-122),Douglas ,C,   A,5936388.00,2.8481,4176832046,4176833222,1,15,114,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,114,0,114,Mr.,Tidwell ,Larry ,,Mrs.,Lehmann ,Mandy ,,Reed ,Brenda ,G,Mrs.,brendag.reed1@gmail.com,http://www.plainviewschool.org,"140, 155","20 , 29 , 33 ",8,"Route 3 Box 145
Ava 656089507
(36.79384999997768, -92.79003000038404)",
5120,,Wheaton R-III  (005-120),Barry ,C,   A,18671728.00,3.5853,4176523914,4176527355,1,21,258,0,258,0,0,0,0,0,0,0,0,0,0,1,20,209,0,209,2,41,467,0,467,Mr.,Prewitt ,Larry ,,Mrs.,Banks ,Connie ,L,Massey ,Lance ,D,Dr.,lmassey@wheaton.k12.mo.us,http://wheatonbulldogs.org,"158, 159","29 , 32 ",7,"116 McCall
Wheaton 648740249
(36.7626007053695, -94.05134855939572)",P.O. Box 249
104041,,Hurley R-I  (104-041),Stone ,C,   A,10025467.00,4.553,4173693271,4173692212,1,16,145,0,145,0,0,0,0,0,0,0,0,0,0,1,17,136,0,136,2,33,281,0,281,Mr.,Ward ,Herbert ,,Mr.,Burk ,Bruce ,,Arnold ,Doug ,J,Dr.,darnold@hurley.k12.mo.us,http://www.hurley.k12.mo.us,138,"20 , 29 ",7,"86 Holt Spring Road
Hurley 656750248
(36.933498396069865, -93.50369101796684)",P.O. Box 248
38046,,Albany R-III  (038-046),Gentry ,H,   A,36661162.00,4.4893,6607263911,6607265841,1,22,205,0,205,1,21,96,0,96,0,0,0,0,0,1,24,145,0,145,3,67,446,0,446,Dr.,Stonum ,Paul ,,Mrs.,Arnold ,Marilyn ,J,Rinehart ,John ,C,Mr.,marnold@albany.k12.mo.us,http://www.albany.k12.mo.us,"001, 002",12 ,6,"101 W Jefferson St.
Albany 644021237
(40.25068039606498, -94.33270250677138)",
93120,,Appleton City R-II  (093-120),St. Clair ,F,   A,24598712.00,3.8649,6604762161,6604765564,1,17,127,0,127,0,0,0,0,0,0,0,0,0,0,1,22,166,22,188,2,39,293,22,315,Mrs.,Payton ,Janet ,,Mr.,Cook ,Jeff ,,Beckett ,Steven ,L,Mr.,sbeckett@appletoncity.k12.mo.us,http://appletoncity.k12.mo.us/,"057, 125, 126","28 , 31 ",4,"408 W 4th
Appleton City 647240126
(38.19064176914034, -94.03512588291879)",
74194,,Northeast Nodaway Co. R-V  (074-194),Nodaway ,H,   A,14482662.00,6.4083,6609373112,6609373110,1,17,146,0,146,0,0,0,0,0,0,0,0,0,0,1,19,87,0,87,2,36,233,0,233,Mr.,Runde ,Kenny ,,Mrs.,Gallagher ,Cecilia ,,Mehlenbacher ,Jeff ,,Mr.,jmehlenbacher@nen.k12.mo.us,http://nen.k12.mo.us,"001, 002",12 ,6,"126 S High School Avenue
Ravenwood 644790206
(40.351797237421444, -94.66968197447197)",P.O. Box 206
84005,,Marion C. Early R-V  (084-005),Polk ,C,   A,32682110.00,3.3,4173762255,4173763243,1,27,279,0,279,1,24,158,0,158,0,0,0,0,0,1,30,195,0,195,3,81,632,0,632,Mr.,Martinson ,Scott ,,Ms.,Vance ,Nancy ,J,Kurre ,Eric ,J,Mr.,ekurre@mcestaff.com,http://mceonline.net,"128, 130, 131","20 , 28 ",7,"5309 S Main
Morrisville 657109120
(37.47986986566878, -93.42792903339524)",
36137,,Sullivan  (036-137),Franklin ,G,   A,156947528.00,4.0112,5734685171,5734687720,2,92,1041,0,1041,1,38,427,0,427,0,0,0,0,0,1,56,620,138,758,4,186,2088,138,2226,Mr.,Johanning ,Shannon ,,Mrs.,Coppage ,Sandra ,M,Allen ,Thomas ,L,Dr.,allent@eagles.k12.mo.us,http://www.eagles.k12.mo.us,"109, 119, 120","03 , 16 , 26 ",9,"138 Taylor St.
Sullivan 630801936
(38.207527262624914, -91.15949342105536)",
88081,,Moberly  (088-081),Randolph ,I,   A,163147541.00,4.5813,6602692600,6602692611,3,103,1113,8,1121,1,48,519,0,519,0,0,0,0,0,2,77,700,48,748,6,228,2332,56,2388,Mr.,Lawrence ,Jeff ,,Mrs.,Barnett ,Trudie ,G,Mccluskey ,Gena ,,Mrs.,gmccluskey@moberly.k12.mo.us,http://www.moberly.k12.mo.us,"006, 040, 047, 048","10 , 18 ",9,"926 Kwix Road
Moberly 652703813
(39.4019147255862, -92.42701935771717)",
42118,Y,Leesville R-IX  (042-118),Henry ,F,   A,15254730.00,3.4307,6604773406,6604779362,1,12,79,1,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,79,1,80,Mr.,Kraft ,Gary ,,Mrs.,Barrett ,Ana ,,Wishard ,Brian ,,Mr.,BWISHARD@LEESVILLE.K12.MO.US,http://www.leesville.k12.mo.us/,"057, 125","28 , 31 ",4,"823 S.E. Highway 7
Clinton 647359573
(38.31854937918138, -93.60709101406889)",
61156,,Macon Co. R-I  (061-156),Macon ,I,   A,95675545.00,3.2496,6603855719,6603857179,1,66,631,0,631,1,29,296,0,296,0,0,0,0,0,1,52,425,10,435,3,147,1352,10,1362,Mr.,Rehard ,Jim ,,Mrs.,Kuhman ,Connie ,,Stockton ,Charles ,M,Dr.,CSTOCKTON@MACON.K12.MO.US,http://www.macon.k12.mo.us/,"005, 006",18 ,9,"702 N Missouri
Macon 635522062
(39.74484553475889, -92.46501563451982)",
66102,,Eldon R-I  (066-102),Miller ,D,   A,171130241.00,3.5403,5733928000,5733928080,2,89,1049,0,1049,1,31,274,0,274,0,0,0,0,0,1,74,580,11,591,4,194,1903,11,1914,Mrs.,Hart ,Chris ,,Mrs.,Mcgirl ,Colleen ,E,Davis ,Matthew ,W,Mr.,M_Davis@mail.eldon.k12.mo.us,http://www.eldon.k12.mo.us/,"058, 059, 124","06 , 16 ",9,"112 S Pine St.
Eldon 650261576
(38.34949261822894, -92.58211794285651)",
46134,,West Plains R-VII  (046-134),Howell ,G,   A,146964050.00,3.6408,4172566150,4172568616,2,91,878,3,881,1,52,551,0,551,0,0,0,0,0,1,110,584,573,1157,4,253,2013,576,2589,Mr.,Thompson ,Jimmy ,E,Ms.,Collins ,Linda ,Y,Czerwonka ,Fred ,,Dr.,FCZERWONKA@ZIZZERS.ORG,http://www.zizzers.org,"154, 155",33 ,8,"613 W First St.
West Plains 657752617
(36.732228423957594, -91.85849853338227)",
44078,,Craig R-III  (044-078),Holt ,H,   A,22928765.00,4.903,6606835351,6606835769,1,13,30,0,30,0,0,0,0,0,0,0,0,0,0,1,14,38,0,38,2,27,68,0,68,Mrs.,Tubbs ,Iva ,,Mrs.,Gillenwater ,Regina ,G,Leach ,Michael ,,Mr.,mleach@craigr3school.org,http://www.craigr3school.com,001,12 ,6,"402 N Ward
Craig 644376102
(40.195084176188395, -95.37303953450747)",
10093,,Columbia 93  (010-093),Boone ,D,   A,2077924854.00,5.4019,5732143400,5732143401,21,696,8693,0,8693,3,237,2562,0,2562,3,224,2515,0,2515,4,461,3937,0,3937,31,1618,17707,0,17707,Dr.,Rose ,Tom ,,Dr.,Boren ,Nickolas ,D,Belcher ,Chris ,,Dr.,CJACKSON@COLUMBIA.K12.MO.US,http://www.columbia.k12.mo.us,"043, 044, 045, 046, 047, 049, 050","06 , 10 , 19 , 21 ",9,"1818 W Worley St.
Columbia 652031038
(38.960676897199775, -92.36644312356052)",
72066,,Risco R-II  (072-066),New Madrid ,E,   A,9896874.00,4.7058,5733965568,5733965503,1,16,80,3,83,0,0,0,0,0,0,0,0,0,0,1,14,70,5,75,2,30,150,8,158,Mr.,King ,Jim ,,Mr.,Halford ,Mark ,,Baker,Amy,,Mr.,ABAKER@RISCO.K12.MO.US,http://www.risco.k12.mo.us/,"149, 152",25 ,8,"Highway 62
Risco 638740017
(36.55347701193517, -89.81794603174819)",P.O. Box 17
33090,,Salem R-80  (033-090),Dent ,G,   A,65778151.00,2.75,5737296642,5737298493,2,59,586,1,587,0,0,0,0,0,1,30,175,0,175,1,54,339,261,600,4,143,1100,262,1362,Mr.,Sirois ,Bernie ,,Mrs.,Snider ,Carrie ,,Carvajal ,Steve ,,Mr.,SCARVAJAL@SALEM.K12.MO.US,http://www.salem.k12.mo.us,"120, 143","03 , 16 ",8,"1409 W Rolla Road
Salem 655609670
(37.64720307502566, -91.55165891191265)",
110029,,Potosi R-III  (110-029),Washington ,G,   A,83971994.00,3.25,5734385485,5734385487,2,103,1318,0,1318,1,34,395,0,395,0,0,0,0,0,1,52,643,20,663,4,189,2356,20,2376,Mr.,Mcfarland ,Barry ,W,Ms.,Dobbs ,Terry ,,Davis ,Randy ,G,Mr.,RDAVIS@POTOSIR3.ORG,http://www.potosir3.org,"115, 117, 118, 119, 120, 144","03 , 16 ",8,"400 N Mine
Potosi 636641734
(37.93873049714048, -90.78684109821722)",
78013,,Pemiscot Co. Special School District  (078-013),Pemiscot ,E,   A,185309372.00,0.5292,5733590021,5733596525,1,8,28,0,28,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,1,55,28,0,28,Mr.,Taylor ,Allen ,,Ms.,Clayton ,Margaret ,,Manley ,Sandra ,,Ms.,smanley@pcssd.k12.mo.us,http://pcssd.k12.mo.us,,,8,"1317 W State Highway 84
Hayti 638511666
(36.233961117105146, -89.80334360844104)",
26006,,Jefferson City  (026-006),Cole ,D,   A,1188058347.00,3.677,5736593000,5736593044,12,365,4452,0,4452,2,144,1839,0,1839,0,0,0,0,0,3,244,2613,0,2613,17,753,8904,0,8904,Mrs.,Sweeney ,Joy ,,Mrs.,Borgmeyer ,Claudia ,S,Mitchell ,Brian ,C,Dr.,BRIAN.MITCHELL@JCSCHOOLS.US,http://www.jcschools.us,"049, 050, 058, 059, 060, 061","06 , 10 , 19 ",4,"315 E Dunklin St.
Jefferson City 651013197
(38.57062035077388, -92.17381451631263)",
48916,,Brookside Charter School  (048-916),Jackson ,B,     ,,,8165312192,8167563055,1,30,323,0,323,1,11,54,0,54,0,0,0,0,0,0,0,0,0,0,2,41,377,0,377,Mr.,Morgan ,Chris ,,Ms.,Miller ,Roberta ,,Krna ,Millie ,S,Mrs.,krnam@brooksidecharteranddayschool.com,http://www.brooksidecharteranddayschool.com,,,5,"1815 East 63 Street
Kansas City 641303436
(39.01279001291982, -94.56369086341505)",
48069,,Grain Valley R-V  (048-069),Jackson ,B,   A,250342810.00,5.5333,8168475006,8162294831,5,149,1953,0,1953,2,76,882,0,882,0,0,0,0,0,1,71,924,0,924,8,296,3759,0,3759,Mr.,Bamman ,Chris ,,Mr.,Coleman ,Jeff ,,Moss ,Roy ,,Dr.,RMOSS@GRAINVALLEY.K12.MO.US,http://www.grainvalley.k12.mo.us,"032, 033, 053",08 ,4,"31606 N.E. Pink Hill Road
Grain Valley 640290304
(39.05065147035333, -94.21022133301892)",P.O. Box 304
19147,Y,East Lynne 40  (019-147),Cass ,B,   A,15441739.00,3.9738,8166263511,8168693505,1,18,169,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,169,0,169,Mr.,Riggs ,Keith ,,Mrs.,Young ,Jamie ,R,Brinkley ,John ,E,Mr.,jbrinkley@elynne.k12.mo.us,http://www.eastlynne40school.org,"033, 054, 055, 057","21 , 31 ",4,"24706 S State Route K
East Lynne 647430108
(38.51326000044884, -90.43610000011478)",P.O. Box 108
69108,,Madison C-3  (069-108),Monroe ,I,   A,12834216.00,3.75,6602915115,6602915006,1,18,126,0,126,0,0,0,0,0,0,0,0,0,0,1,16,109,5,114,2,34,235,5,240,Mrs.,Youse ,Janey ,,Mrs.,Hultz ,Cindy ,,Weibling ,Fred ,,Mr.,fweibling@madison.k12.mo.us,http://www.madison.k12.mo.us,"005, 006, 040, 043","10 , 18 ",9,"309 Thomas St.
Madison 652631037
(39.472239404390095, -92.21472112272707)",
24087,,Smithville R-II  (024-087),Clay ,B,   A,202504169.00,4.4048,8165320406,8165324192,2,83,1108,0,1108,1,48,596,0,596,0,0,0,0,0,1,62,744,0,744,4,193,2448,0,2448,Mr.,Fries ,Russell ,,Mrs.,White ,Donna ,S,Curry ,George ,S,Dr.,CURRYG@SMITHVILLE.K12.MO.US,http://www.smithvilleschooldistrict.net,"008, 011, 012, 013","12 , 17 , 34 ",6,"655 S Commercial
Smithville 640899352
(39.37428222076501, -94.57926119147929)",
16094,,Oak Ridge R-VI  (016-094),Cape Girardeau ,E,   A,23087810.00,3.65,5732663218,5732660133,1,26,178,0,178,0,0,0,0,0,0,0,0,0,0,1,22,144,10,154,2,48,322,10,332,Mrs.,Schoen ,Linda ,,Mrs.,Hobeck ,Diana ,L,Landewee ,Gerald ,W,Dr.,glandewee@oakridge.k12.mo.us,http://www.oakridger6schools.com,"145, 146",27 ,8,"4198 State Highway E
Oak Ridge 637690010
(37.50146677888181, -89.7325106132642)",P.O. Box 10
16097,Y,Nell Holcomb R-IV  (016-097),Cape Girardeau ,E,   A,51343069.00,3.2676,5733343644,5733349552,1,32,292,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,292,0,292,Mr.,Tiemann ,Blake ,,Mrs.,Farrow ,Linda ,R,Pannier ,Darryl ,,Mr.,dpannier@nellholcomb.k12.mo.us,http://www.nellholcomb.k12.mo.us/,"146, 147",27 ,8,"6547 State Highway 177
Cape Girardeau 637018690
(37.387303240725245, -89.47308171976944)",
22093,,Ozark R-VI  (022-093),Christian ,C,   A,386506544.00,4.14,4175825900,4175825960,5,238,3080,0,3080,0,0,0,0,0,1,63,836,0,836,1,111,1596,0,1596,7,412,5512,0,5512,Mr.,Fugate ,Chuck ,,Ms.,Long ,Jana ,,Pace ,Gordon ,,Dr.,gordonpace@mail.ozark.k12.mo.us,http://www.ozark.k12.mo.us/,"136, 137, 139, 140",20 ,7,"302 N 4th Avenue
Ozark 657210166
(37.02168204682931, -93.2026658974927)",P.O. Box 166
51150,,Kingsville R-I  (051-150),Johnson ,F,   A,22404044.00,4.8162,8165973422,8165973702,1,18,151,0,151,0,0,0,0,0,0,0,0,0,0,1,16,128,0,128,2,34,279,0,279,Ms.,Bush ,Martha ,E,Mrs.,Spies ,Kristel ,Y,Coleman ,Kevin , ,Mr.,KCOLEMAN@KINGSVILLE.K12.MO.US,http://www.kingsvilleschools.com,"033, 054","08 , 21 , 31 ",4,"101 E Adriatic
Kingsville 640610007
(38.74097616431186, -94.07079652674263)",P.O. Box 7
49135,Y,Avilla R-XIII  (049-135),Jasper ,C,   A,19515730.00,3.526,4172465330,4172465432,1,16,172,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,172,0,172,Mr.,Teegarden ,Ty ,,Mrs.,Hylton ,Birgit ,E,Blake ,Scott ,E,Mr.,sblake@avillapanthers.org,http://avillapanther.org,"127, 157","29 , 32 ",7,"400 Sarcoxie St.
Avilla 648330007
(37.195758289513606, -94.13171750016232)",P.O. Box 7
115922,,Better Learning Comm Academy  (115-922),St. Louis City ,A,,,,3144362603,3144362602,1,8,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,53,0,53,Mrs.,Mueller ,Kathleen ,T,Mr., Mueller ,Kirk ,,VanDermay,Coralyn,J,Mrs.,BLCASTL1@Gmail.com,http://www.blcacademy.org,,,,"2153 Salisbury St., Ste. C
St. Louis 631073141
(38.65910464523671, -90.20594503145924)",
44083,,Mound City R-II  (044-083),Holt ,H,   A,28053377.00,3.7356,6604423737,6604425941,1,18,124,1,125,1,17,79,0,79,0,0,0,0,0,1,18,77,0,77,3,53,280,1,281,Mr.,Corbin ,Mitchell ,,Mrs.,Loucks ,Deborah ,,Eaton ,Kenneth ,,Mr.,ken.eaton@mndcty.k12.mo.us,http://www.mndcty.k12.mo.us,001,12 ,6,"708 Nebraska St.
Mound City 644701251
(40.13335607576758, -95.23048972815435)",
78004,,Cooter R-IV  (078-004),Pemiscot ,E,   A,7550782.00,3.6931,5736953312,5736953073,1,18,128,23,151,0,0,0,0,0,0,0,0,0,0,1,17,110,72,182,2,35,238,95,333,Mr.,Robinson ,Ken ,,Ms.,Holmes ,Peggy ,A,Crowder ,William ,E,Mr.,BCROWDER@COOTER.K12.MO.US,http://cooter.k12.mo.us,150,25 ,8,"Main St.
Cooter 638390218
(36.0459502560597, -89.80891865037735)",P.O. Box 218
80116,,Pettis Co. R-V  (080-116),Pettis ,F,   A,24217653.00,3.8809,6608270772,6608277162,1,20,165,0,165,0,0,0,0,0,0,0,0,0,0,1,19,157,20,177,2,39,322,20,342,Mrs.,Green ,Tami ,,Mr.,Townsend ,Scott ,,Norfleet ,Sharee ,,Mrs.,SNORFLEET@NORTHWEST.K12.MO.US,http://northwest.k12.mo.us,"048, 051","19 , 21 , 28 ",4,"16215 Highway H
Hughesville 653342027
(38.83002000022299, -93.2490800004415)",
22089,,Nixa R-II  (022-089),Christian ,C,   A,387462390.00,4.31,4178755400,4174493190,8,278,3245,0,3245,1,69,908,0,908,0,0,0,0,0,1,127,1651,0,1651,10,474,5804,0,5804,Mr.,McDonald ,Scott ,,Mr.,Scott ,Glenn ,,Kleinsmith ,Stephen ,,Dr.,skleinsmith@nixaschools.net,http://www.nixapublicschools.net,"133, 134, 136, 138, 139, 140","20 , 29 ",7,"301 South Main Street
Nixa 657148663
(37.045621999249306, -93.29469352075097)",
102085,,Shelby Co. R-IV  (102-085),Shelby ,I,   A,59109723.00,3.75,5735884961,5735882490,2,43,400,0,400,1,23,160,0,160,0,0,0,0,0,1,30,231,1,232,4,96,791,1,792,Mr.,Brian ,Threlkeld ,,Mrs.,Burns ,Beverly ,K,Roberts ,Rick ,L,Mr.,RROBERTS@CARDINALS.K12.MO.US,http://www.cardinals.k12.mo.us/,"005, 006, 040","10 , 18 ",9,"4154 Highway 36
Shelbina 634689716
(39.70991293128197, -92.108086175384)",
19139,,Archie R-V  (019-139),Cass ,B,   A,30936580.00,4.4752,8162935312,8162935641,1,25,299,0,299,0,0,0,0,0,0,0,0,0,0,1,33,280,0,280,2,58,579,0,579,Mr.,Sutton ,Jeff ,,Mr.,Kurzweil ,Dennis ,,Smith ,Sean ,,Dr.,ssmith@archie.k12.mo.us,http://archie.k12.mo.us,"055, 056, 057",31 ,4,"302 W State Route A
Archie 647258217
(38.48329704518767, -94.35102018935483)",
49132,,Carl Junction R-I  (049-132),Jasper ,C,   A,218517041.00,3.82,4176497026,4176496594,4,149,1898,3,1901,0,0,0,0,0,1,36,523,0,523,2,76,942,0,942,7,261,3363,3,3366,Dr.,Herron ,Rob ,,Ms.,Latimer ,Sandy ,,Cook ,Phillip ,P,Dr.,pcook@cj.k12.mo.us,http://www.cj.k12.mo.us/,"127, 160, 161, 162, 163","31 , 32 ",7,"206 S Roney
Carl Junction 648349402
(37.1758115523048, -94.56769359862245)",
33094,Y,North Wood R-IV  (033-094),Dent ,G,   A,18204983.00,2.75,5737294607,5737298714,1,22,219,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,219,0,219,Mrs.,Wulff ,Helania ,,Mrs.,Dunn ,Jenna ,,Tiefenthaler,Karla,,Mrs.,PRINCIPAL@NORTHWOOD.K12.MO.US,http://northwood.k12.mo.us,"120, 143",16 ,8,"3734 N Highway 19
Salem 655609221
(37.679847657163094, -91.5104959644052)",
84006,,Pleasant Hope R-VI  (084-006),Polk ,C,   A,38215210.00,4.054,4172672850,4172674373,1,32,345,0,345,1,30,258,0,258,0,0,0,0,0,2,41,319,0,319,4,103,922,0,922,Mr.,Copeland ,Troy ,,Mrs.,Deppe ,Jenny ,,Ireland ,Scott ,,Mr.,sireland@phr6.com,http://www.phr6.com,"128, 129, 131, 137","20 , 28 ",7,"303 N Main St.
Pleasant Hope 657250387
(37.46413240684566, -93.27297085239817)",P.O. Box 387
72073,,Gideon 37  (072-073),New Madrid ,E,   A,13612671.00,3.5744,5734483911,5734485197,1,21,161,1,162,0,0,0,0,0,0,0,0,0,0,1,21,139,4,143,2,42,300,5,305,Mr.,Lawrence ,Kevin ,,Mr.,Stanfield ,Tim ,,Hollingshead ,David ,F,Dr.,JCRAFTON@GIDEON.K12.MO.US,http://gideon.k12.mo.us,"149, 150, 152",25 ,8,"400 S Main St.
Gideon 638480227
(36.45210102045451, -89.91992343041284)",P.O. Box 227
1092,,Adair Co. R-II  (001-092),Adair ,I,   A,13124394.00,4.225,6603235272,6603235250,1,17,109,0,109,0,0,0,0,0,0,0,0,0,0,1,18,108,0,108,2,35,217,0,217,Mr.,Thomspn ,Roger ,,Mrs.,Hill ,Traci ,,Shipman,Shelly,M,Mrs.,SHELLY_SHIPMAN@BRASHEAR.K12.MO.US,http://brashear.k12.mo.us/,"004, 006",18 ,9,"205 W Dewey
Brashear 635332429
(40.14946684279329, -92.38012276803208)",
26001,,Cole Co. R-I  (026-001),Cole ,D,   A,50733660.00,4.101,5737823534,5737823545,1,33,271,0,271,1,25,144,0,144,0,0,0,0,0,1,25,209,6,215,3,83,624,6,630,Mr.,Kirschner ,Kris ,,Mrs.,Malzner ,Debbie ,,Hobbs ,Jerry ,D,Mr.,jhobbs@cole.k12.mo.us,http://www.cole.k12.mo.us/,"058, 059",06 ,4,"13600 Route C
Russellville 650742033
(38.50800449255359, -92.44886365275103)",
77100,Y,Thornfield R-I  (077-100),Ozark ,C,   A,6224368.00,3.2897,4172653212,4172653729,1,12,69,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,69,0,69,Mr.,Ewing ,Terry ,,Mr.,Clayton ,Darrin ,,Wallace ,Michael ,,Mr.,thornfieldschool@yahoo.com,,155,"29 , 33 ",8,"HC 71 Box 102
Thornfield 657629602
(36.72028000042184, -92.63419000026812)",
13062,Y,Kingston 42  (013-062),Caldwell ,H,   A,3904810.00,4.75,8165863111,8165863903,1,11,48,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,48,0,48,Ms.,Bethel ,Angela ,,Mrs.,Noble ,Jennifer ,H,Hieronymus ,Andrea ,R,Mrs.,AHIERONYMUS@KINGSTON42.K12.MO.US,http://kingston42.k12.mo.us,008,21 ,6,"139 E Lincoln
Kingston 646508102
(39.64465262530245, -94.03733809593652)",
114114,,Mountain Grove R-III  (114-114),Wright ,C,   A,87979586.00,2.75,4179263177,4179264564,1,46,702,1,703,1,39,427,0,427,0,0,0,0,0,2,56,385,16,401,4,141,1514,17,1531,Mrs.,Ehlers ,Kim ,,Mrs.,Mitchell ,Carolyn ,S,Williams ,Bridget ,,Mrs.,bwilliams@mg.k12.mo.us,http://www.mg.k12.mo.us,"141, 142, 155",33 ,8,"207 E Fifth
Mountain Grove 657110806
(37.13273029977468, -92.25856411754239)",P.O. Box 806
69106,,Monroe City R-I  (069-106),Monroe ,I,   A,72190639.00,4.2464,5737354631,5737352413,1,26,258,0,258,1,25,187,0,187,0,0,0,0,0,1,32,241,0,241,3,83,686,0,686,Mr.,Hays ,Todd ,P,Mr.,Underhill ,Jim ,,Masters ,James ,P,Dr.,JMASTERS@MONROE.K12.MO.US,http://www.monroe.k12.mo.us/,"005, 040","10 , 18 ",9,"401 Highways 24-36 East
Monroe City 634561398
(39.6502499998378, -91.72095999990393)",
71092,,Morgan Co. R-II  (071-092),Morgan ,D,   A,241808471.00,2.75,5733784231,5733785714,2,69,672,0,672,1,34,316,0,316,0,0,0,0,0,1,47,440,2,442,4,150,1428,2,1430,Mr.,Daniels ,Chester (Corky) ,E,Mrs.,Nachbar ,Linda ,L,Ryerson ,Joyce ,M,Dr.,ryersonj@mcr2.k12.mo.us,http://www.mcr2.k12.mo.us,"058, 124","06 , 16 ",4,"913 W Newton
Versailles 650841811
(38.431756715938945, -92.85169867905603)",
58107,,Bucklin R-II  (058-107),Linn ,I,   A,10336784.00,4.3496,6606953555,6606953345,1,18,93,0,93,0,0,0,0,0,0,0,0,0,0,1,19,68,0,68,2,37,161,0,161,Mr.,Akins ,Darrell ,,Ms.,Haynes ,Jackie ,M,Coulson ,Stephen ,W,Mr.,SCOULSON@BUCKLIN.K12.MO.US,http://bucklin.k12.mo.us,"003, 006, 007, 039","12 , 18 ",6,"26832 Highway 129
Bucklin 646319230
(39.79513266243538, -92.87966333450552)",
106005,,Hollister R-V  (106-005),Taney ,C,   A,181341051.00,4.228,4172434005,4173342663,2,68,670,0,670,1,29,291,0,291,0,0,0,0,0,1,45,413,66,479,4,142,1374,66,1440,Mrs.,Westfall ,Lisa ,,Mr.,Rousselot ,John ,,Taylor ,Timothy ,A,Dr.,ttaylor@hollister.k12.mo.us,http://www.hollister.k12.mo.us,"138, 155, 156",29 ,7,"1914 State Highway BB
Hollister 656725423
(36.62345325903499, -93.19234168059631)",
