id,title,location,sub_category,avatar,description,details,provider,distance,ages,price,campus,camp_type,topics,category,relevance,affordability
237,The Home Depot,Multiple Locations,Free Activities Visual Arts Crafts,https://images.activityhero.com/provider_photo/99948/tile/e0fad870-8ac4-4006-a5e0-3322a90af997.jpg,"HANDS-ON LEARNING, EXPERT ADVICE.....Join a Home Depot workshop at your nearest store this week!Kids workshops provide a lively environment mixing…read more >",https://www.activityhero.com/biz/home-depot,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",15.9,"5,36",26,"m,f",Arts,"[['program', 29.17], ['focus', 14.88], ['creative', 9.52], ['workshop', 9.52], ['home', 7.14], ['nurture', 7.14], ['people', 6.55], ['session', 5.36], ['children', 5.36], ['lego', 5.36]]",Arts and Design,85.2,83.04
238,Bliss Belly Kitchen,Multiple Locations,Mindfulness Yoga Cooking,https://images.activityhero.com/provider_photo/96851/tile/78318621-c28d-4477-ae6d-57867cdbd494.JPG,Chef Neelam utilizes healthy locally sourced organic ingredients to teach your children about the basic principles and fundamentals of healthy cooking and…read more >,https://www.activityhero.com/biz/68273-bliss-belly-kitchen-berkeley-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",26.9,"5, 35",18,"m,f",Arts,"[['mission', 39.26], ['theatre', 9.82], ['promote', 9.2], ['performance', 7.36], ['gymnastic', 7.36], ['healthy', 6.75], ['offer', 6.13], ['training', 4.91], ['lead', 4.91], ['chef', 4.29]]",Arts and Design,45.73,64.54
239,Euro School of Tennis,Multiple Locations,Sports Swimming Tennis,https://images.activityhero.com/provider_photo/107833/tile/0d32dd62-92ee-417c-8dc5-b468b8e28a9e.jpg,"Enjoy the benefits of playing tennis with Euro School of Tennis, located in the beautiful San Francisco Bay Area. We offer a full array of tennis programs…read more >",https://www.activityhero.com/biz/euro-school-of-tennis,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",27.6,",36",130,"m,f",Sports,"[['play', 28.39], ['tennis', 14.19], ['player', 12.26], ['place', 12.26], ['group', 8.39], ['top', 7.1], ['berkeley', 6.45], ['bring', 4.52], ['st', 3.23], ['visit', 3.23]]",Personal Development,81.87,9.21
240,Bladium Alameda,"Main Location - Alameda, CA",General Recreation Sports Soccer,https://assets.activityhero.com/images/featured/tile/placeholder-2.jpg,"Bladium Sports & Fitness Club’s 175,000 square foot facility includes a complete fitness center, group exercise classes, CrossFit, mixed martial arts, adult…read more >",https://www.activityhero.com/biz/bladium,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",8,"12,37",4009,"m,f",Sports,"[['activity', 20.12], ['include', 15.98], ['fitness', 15.98], ['performing_arts', 9.47], ['week', 8.88], ['field', 8.88], ['park', 8.88], ['exciting', 4.73], ['cultural', 4.14], ['theme', 2.96]]",Personal Development,75.78,3.65
241,Challenger Sports Soccer Camps,Multiple Locations,Sports Soccer Rugby,https://images.activityhero.com/provider_photo/140373/tile/34b9212b-7759-4d7e-b99d-3bba74e27595.JPG,"Challenger Sports, the largest soccer camp company in North America will run over 2,000 camps this summer and utilize over 30 years of coaching…read more >",https://www.activityhero.com/biz/challenger-sports-soccer-camps,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",13.9,"5,36",6009,"m,f",Sports,"[['club', 24.2], ['soccer', 17.83], ['team', 14.65], ['year_round', 10.19], ['basketball', 7.01], ['ca', 6.37], ['dedicate', 5.73], ['north', 5.1], ['clinic', 5.1], ['swim', 3.82]]",Personal Development,68.97,95.82
242,JCPenney Kid Zone,Multiple Locations,Free Activities Visual Arts,https://images.activityhero.com/provider_photo/112614/tile/232713d5-3416-4448-a59a-836c1c3d401f.jpg,"JCPenney's Kid Zone offers FREE classes on the second Saturday of every month! Kids get a FUN craft project, ID Badge, a lanyard, collectors pins.  If…read more >",https://www.activityhero.com/biz/jcpenney,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",24.9,"5,43",151,"m,f",Sports,"[['sport', 28.24], ['offer', 24.12], ['variety', 11.76], ['facility', 8.24], ['place', 5.88], ['fence', 4.71], ['staff', 4.71], ['craft', 4.12], ['entertainment', 4.12], ['wide', 4.12]]",Personal Development,91.38,15.92
243,Everyday Mandarin,"Main Location - Daly City, CA",General Recreation Chinese Language,https://images.activityhero.com/provider_photo/102139/tile/cac4ae25-46e9-482f-8e39-29f69246bf67.jpg,Everyday Mandarin focuses on the immersion style of instruction while using Western teaching methodologies. The goal is to excite students to learn Mandarin…read more >,https://www.activityhero.com/biz/everyday-mandarin,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",25.6,"5,35",11,m,Arts,"[['language', 17.11], ['school', 13.16], ['development', 12.5], ['preschool', 12.5], ['teach', 8.55], ['immersion', 8.55], ['spanish', 8.55], ['english', 6.58], ['skill', 6.58], ['valley', 5.92]]",Arts and Design,60.13,27.01
244,Kala Art Institute,"Main Location - Berkeley, CA",Clay Drawing and Painting Visual Arts,https://images.activityhero.com/provider_photo/109110/tile/d57afab3-ea4a-45a9-bc97-bb836e2230f5.jpg,"Kala’s education programs are at the heart of our work. As a community-oriented organization, Kala Art Institute is firmly committed to quality art…read more >",https://www.activityhero.com/biz/66666-kala-art-institute-berkeley-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",26,"5,35",111,m,STEM,"[['community', 26.09], ['organization', 16.91], ['found', 12.56], ['goal', 8.7], ['serve', 8.21], ['work', 7.73], ['train', 6.28], ['nonprofit', 6.28], ['design', 4.35], ['league', 2.9]]",Math & Logic,40.58,50.07
245,Swings and Wings,"Main Location - Alameda, CA",Play/Outdoor Drawing and Painting Academic Writing,https://images.activityhero.com/provider_photo/143446/tile/103fb3fd-c603-4f60-a7de-429e3568a42f.jpg,"Swings and Wings is a indoor sensory-based play place, designed and owned by an Occupational Therapist.What this simply means is that your child will have…read more >",https://www.activityhero.com/biz/swings-and-wings,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",28.2,"5,35",56,f,Sports,"[['play', 28.39], ['tennis', 14.19], ['player', 12.26], ['place', 12.26], ['group', 8.39], ['top', 7.1], ['berkeley', 6.45], ['bring', 4.52], ['st', 3.23], ['visit', 3.23]]",Personal Development,36.12,28.35
246,East Bay Fencers Gym,"East Bay Fencers Gym - Oakland, CA",Fencing Sports,https://images.activityhero.com/provider_photo/142539/tile/5c4da0ad-f7ba-4328-bb09-2f85fdd355c1.jpg,The East Bay Fencers Gym (EBFG) is dedicated to the art and sport of fencing. We focus on both technical skill and physical fitness. We offer advanced…read more >,https://www.activityhero.com/biz/east-bay-fencers-gym,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",32.1,"5,35",121,f,Arts,"[['art', 53.8], ['studio', 14.85], ['creative', 9.24], ['artist', 7.92], ['paint', 3.3], ['draw', 2.97], ['learner', 2.64], ['fine', 2.31], ['wellness', 1.65], ['technical', 1.32]]",Arts and Design,51.27,17.36
247,Cantare Con Vivo,Multiple Locations,Music Performing Arts,https://images.activityhero.com/provider_photo/111449/tile/8c82567d-54b5-4b09-84dd-e7d8d9bed512.png,"Cantare Con Vivo offers camps to kids, during the Spring and Fall breaks in Oakland, California. Our programs provides choral music performance…read more >",https://www.activityhero.com/biz/cantare-con-vivo,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",48.4,"5, 36",331,m,Sports,"[['summer', 43.31], ['camp', 37.58], ['break', 4.78], ['baseball', 4.14], ['spring', 3.18], ['california', 2.23], ['holiday', 1.27], ['enrich', 1.27], ['winter', 1.27], ['custom', 0.96]]",Personal Development,83.63,31.54
248,West Wind Schools,Multiple Locations,Fitness Martial Arts Sports,https://images.activityhero.com/provider_photo/111397/tile/3e100e51-ef19-4132-a460-d592895f88bd.jpg,"West Wind Schools offers camps to kids, teens, and adults, during the summer break in Berkeley, California. We provide classes in Karate, Kung-Fu style…read more >",https://www.activityhero.com/biz/west-wind-schools,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",63.3,"5, 36",551,m,Sports,"[['summer', 43.31], ['camp', 37.58], ['break', 4.78], ['baseball', 4.14], ['spring', 3.18], ['california', 2.23], ['holiday', 1.27], ['enrich', 1.27], ['winter', 1.27], ['custom', 0.96]]",Personal Development,77.75,80.76
249,Building on the Best - Words in the Wild Camp,Multiple Locations,Academic Writing Play/Outdoor Reading,https://images.activityhero.com/provider_photo/110130/tile/536bab13-a28d-44b2-836d-aac72f7965b2.jpeg,"Words in the Wild provides an academic boost AND exciting enrichment in our adventurous outdoor classrooms in Fairyland, the Gardens at Lake Merritt, and…read more >",https://www.activityhero.com/biz/building-on-the-best,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",67.3,",37",3010,m,Sports,"[['love', 22.54], ['adventure', 19.01], ['camper', 11.97], ['outdoor', 10.56], ['dedicate', 8.45], ['american', 7.75], ['area', 7.04], ['mobile', 4.93], ['learn', 4.23], ['animal', 3.52]]",Personal Development,87.63,34.81
250,DanceCool Studios,Multiple Locations,Online Course Ballroom Dance,https://images.activityhero.com/provider_photo/110611/tile/c7a8263b-49d8-4399-bb06-0c52ecf57f44.jpg,At DanceCool Studios we specialize in teaching ballroom dancing to kids starting from age of 2 and welcome adults for private sessions. We have unique…read more >,https://www.activityhero.com/biz/dancecool-studios,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",63.3,"5,37",201,m,Sports,"[['adult', 27.78], ['family', 26.11], ['martial_art', 15.0], ['large', 6.67], ['self_defense', 5.56], ['part', 5.56], ['passion', 3.33], ['baby', 3.33], ['core', 3.33], ['mountain', 3.33]]",Personal Development,58.93,27.69
251,Bay Area Seminoles Football,"Main Location - Oakland, CA",Football Sports Cheerleading,https://images.activityhero.com/provider_photo/110467/tile/cb2ca0b5-6ed3-4f05-8d5a-87e646221a63.png,"In 2010 We Lead Ours (WELO) was founded in Oakland California by Dwayne Aikens Jr., Lamont Robinson Jr., and Trestin George. Our mission is to provide…read more >",https://www.activityhero.com/biz/bay-area-seminoles-football,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",75,"5, 36",36,"m,f",STEM,"[['kid', 64.4], ['california', 7.85], ['offer', 7.85], ['state', 4.19], ['bay', 3.66], ['paddle', 3.14], ['learn', 2.62], ['clay', 2.09], ['stage', 2.09], ['trip', 2.09]]",Math & Logic,39.18,87.43
252,BANDALOOP,"Main Location - Oakland, CA",Aerial Climbing Visual Arts,https://images.activityhero.com/provider_photo/109751/tile/81a382d4-7ce4-44e5-bbf6-d9295d28fd2c.jpg,"BANDALOOP in Oakland, California offers camps and workshops for children. During our program, our students will develop safety awareness, athletic…read more >",https://www.activityhero.com/biz/bandaloop,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",93.1,",37",23,m,Sports,"[['summer', 43.31], ['camp', 37.58], ['break', 4.78], ['baseball', 4.14], ['spring', 3.18], ['california', 2.23], ['holiday', 1.27], ['enrich', 1.27], ['winter', 1.27], ['custom', 0.96]]",Personal Development,62.52,82.83
253,"Bay Area Festivals, Inc.",Multiple Locations,General Recreation Academics Science,https://images.activityhero.com/provider_photo/106105/tile/e5dfb462-617a-407e-9e76-10cac91d0013.JPG,"The Silicon Valley, Marin and East Bay Camp Fairs have been postponed due to COVID-10 event restrictions. Stay tuned for new dates.Bay Area Festivals…read more >",https://www.activityhero.com/biz/bay-area-festivals-inc,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",9,"12,38",27,f,Sports,"[['provide', 45.0], ['opportunity', 15.5], ['full', 9.0], ['studio', 8.0], ['service', 6.5], ['enjoy', 5.5], ['group', 4.0], ['karate', 3.5], ['game', 1.5], ['court', 1.5]]",Personal Development,83.09,3.07
254,Farm Camp,Multiple Locations,Overnight/Residential Farm Horseback Riding,https://images.activityhero.com/provider_photo/108531/tile/a8faa19e-6c77-440d-aac5-c06a2248f243.png,Farm Camp offers a traditional summer camp experience on a real working farm. We work to create a fun and safe environment that encourages independence…read more >,https://www.activityhero.com/biz/farm-camp-62436,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",14.9,"5,37",19,"m,f",STEM,"[['fun', 48.56], ['environment', 12.5], ['engage', 11.54], ['hand', 7.21], ['great', 5.29], ['local', 4.81], ['year', 3.85], ['personal', 2.4], ['perfect', 1.92], ['fill', 1.92]]",Computer Science,80.33,35.25
255,Young Gates,Multiple Locations,Online Course Homeschool Gaming,https://images.activityhero.com/provider_photo/94294/tile/b0df5430-289b-407d-a3e8-ff4df298dc4f.jpg,"“Animation”, “Drawing”, “Games”, “Interactive Art”, “Math”, “Music” , “Simulation” and much more…Programming helps in :Creative ThinkingReason…read more >",https://www.activityhero.com/biz/65941-scratch-python-programming-step-by-step-fremont-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",25.9,"5,44",131,"m,f",Arts,"[['art', 53.8], ['studio', 14.85], ['creative', 9.24], ['artist', 7.92], ['paint', 3.3], ['draw', 2.97], ['learner', 2.64], ['fine', 2.31], ['wellness', 1.65], ['technical', 1.32]]",Arts and Design,36.81,79.05
256,Mike's Paddle Kids SUP Summer Camp!,"Main Location - Alameda, CA",Fitness Yoga Water Sports,https://images.activityhero.com/provider_photo/105826/tile/3a41a5d3-a3f5-41a7-ba20-ee634c50662b.JPG,"Walk on water at Mike's Paddle Kids SUP Summer Camp! Explore beautiful Ballena Bay, Alameda while we learn to stand up paddle board. Breathtaking views of…read more >",https://www.activityhero.com/biz/mike-s-paddle-kids-sup-summer-camp,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",26.6,"5,36",2010,"m,f",STEM,"[['enrichment', 27.84], ['math', 27.84], ['explore', 17.05], ['discover', 6.82], ['summer', 4.55], ['resource', 3.98], ['present', 3.41], ['visual', 2.84], ['choose', 2.84], ['water', 2.84]]",Math & Logic,57.05,80.87
257,EastBay Badminton Association,"Main Location - Emeryville, CA",Badminton,https://images.activityhero.com/provider_photo/136223/tile/74a83b6b-0ca1-4fc6-91e4-1d4603e64aa6.JPG,Eastbay Badminton Association is a full service facility with 8 Olympic standard courts dedicated entirely to the sport of badminton that is open to the…read more >,https://www.activityhero.com/biz/eastbay-badminton-association,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",27,"5,36",36,"m,f",Sports,"[['sport', 28.24], ['offer', 24.12], ['variety', 11.76], ['facility', 8.24], ['place', 5.88], ['fence', 4.71], ['staff', 4.71], ['craft', 4.12], ['entertainment', 4.12], ['wide', 4.12]]",Personal Development,38.17,79.06
258,Coding Dojo,Multiple Locations,Programming Computers Science & Technology,https://images.activityhero.com/provider_photo/103349/tile/1ab17670-3fb0-41cd-9276-9bd287c79007.jpg,"Coding Dojo's 4 week Summer Bootcamp provides an accelerated, all day learning experience for ambitious, high potential students who are seriously…read more >",https://www.activityhero.com/biz/coding-dojo,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",29.2,"5,36",23,"m,f",STEM,"[['student', 34.39], ['high', 22.75], ['quality', 19.05], ['elementary', 6.88], ['middle', 6.35], ['rich', 2.65], ['development', 2.65], ['care', 2.12], ['teenager', 1.59], ['expert', 1.59]]",Math & Logic,60.76,30.91
259,Bay Area Ballet Conservatory,"Main Location - South San Francisco, CA",Dance Ballet,https://images.activityhero.com/provider_photo/110479/tile/64194bf3-b48d-49f0-905a-9fa4f35fe68a.jpg,"Bay Area Ballet Conservatory offers premier classical ballet training to ages 2 to adult, as well as an array of other dance disciplines such as hip-hop,…read more >",https://www.activityhero.com/biz/bay-area-ballet-conservatory,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",33.1,"5,36",27,"m,f",Arts,"[['dance', 36.9], ['training', 12.83], ['ballet', 9.63], ['open', 8.56], ['space', 8.02], ['meet', 5.88], ['natural', 5.35], ['toddler', 4.81], ['joy', 4.81], ['west', 3.21]]",Arts and Design,42.09,70.61
260,Art in the Park,Multiple Locations,Nature Programs Drawing and Painting Visual Arts,https://assets.activityhero.com/images/featured/tile/placeholder-1.jpg,"Create, Discover, Grow! Art in the Park is a weekly summer camp that explores creativity through daily art projects and outdoor activities. Campers will…read more >",https://www.activityhero.com/biz/art-in-the-park-summer-camp-create-discover-grow,,49.4,"5, 37",19,"m,f",STEM,"[['enrichment', 27.84], ['math', 27.84], ['explore', 17.05], ['discover', 6.82], ['summer', 4.55], ['resource', 3.98], ['present', 3.41], ['visual', 2.84], ['choose', 2.84], ['water', 2.84]]",Computer Science,59.94,98.46
261,Alameda Community Sailing Center,"Main Location - Alameda, CA",Sailing Sports Science,https://images.activityhero.com/provider_photo/100761/tile/8b88f04d-64d0-4219-a161-2735dbbbb3ff.jpg,Alameda Community Sailing Center is a volunteer led non-profit dedicated to getting residents of the East Bay to see San Francisco Bay as a playground…read more >,https://www.activityhero.com/biz/alameda-community-sailing-center,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",64.3,"5, 37",131,m,STEM,"[['kid', 64.4], ['california', 7.85], ['offer', 7.85], ['state', 4.19], ['bay', 3.66], ['paddle', 3.14], ['learn', 2.62], ['clay', 2.09], ['stage', 2.09], ['trip', 2.09]]",Computer Science,45.09,92.19
262,Spaulding Marine Center,"Main Location - Sausalito, CA",Science & Technology Adventure/Outdoors Sailing,https://images.activityhero.com/provider_photo/100333/tile/865a55b1-a76a-4e7f-b655-464308841354.jpg,"Spaulding offers summer camps, after school programs, and smaller workshops that teach hands-on, practical maritime arts and tool skills.The Spaulding…read more >",https://www.activityhero.com/biz/spaulding-marine-center,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",68.3,",38",4010,m,STEM,"[['child', 26.13], ['make', 23.62], ['life', 15.08], ['strive', 9.05], ['potential', 6.03], ['tool', 5.53], ['prepare', 5.03], ['unique', 4.02], ['speak', 3.02], ['tutor', 2.51]]",Computer Science,97.16,19.17
